,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
23,31,A,P3,,,Harry Borthens Vei 13,2987239,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.447886,63.454105,True,False,False,False,False,True,0,0,False,[40.975 37.25  37.25  ... 59.6   55.875 52.15 ],[14.9   11.175  7.45  ... 26.075 22.35  18.625],[37.25  37.25  37.25  ... 52.15  48.425 48.425],[3.725 0.    0.    ... 7.45  7.45  3.725],[14.9   11.175  7.45  ... 26.075 22.35  18.625],"[11.70714286 10.64285714 10.64285714 ... 17.02857143 15.96428571
 14.9       ]","[-29.26785714 -26.60714286 -26.60714286 ... -42.57142857 -39.91071429
 -37.25      ]",[0. 0. 0. ... 0. 0. 0.],0,0,2773.0,1663800.0,"[26.60714286 21.81785714 18.09285714 ... 43.10357143 38.31428571
 33.525     ]",222300.0,19.0,13.0,310620.29999999993,221871.64285714287,0,133593.4,88748.65714285715,0.0,0.0,14.9,10.642857142857142,0,14.9,4.257142857142858,0.0,0.0,7.45,5.321428571428571,0,11.175,2.128571428571429,0.0,0.0,Referansesituasjon
24,35,A,P3,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,Eldre,2232,0,5,10.442713,63.450953,True,False,False,False,False,True,0,0,False,[46.872 46.872 46.872 ... 51.336 49.104 49.104],[17.856 17.856 17.856 ... 22.32  20.088 20.088],[42.408 42.408 42.408 ... 44.64  44.64  44.64 ],[4.464 4.464 4.464 ... 6.696 4.464 4.464],[17.856 17.856 17.856 ... 22.32  20.088 20.088],"[13.392      13.392      13.392      ... 14.66742857 14.02971429
 14.02971429]","[-33.48       -33.48       -33.48       ... -36.66857143 -35.07428571
 -35.07428571]",[0. 0. 0. ... 0. 0. 0.],0,0,3192.0,1915200.0,"[31.248      31.248      31.248      ... 36.98742857 34.11771429
 34.11771429]",338400.0,36.0,40.0,377120.952,255329.63999999998,0,216593.28,102131.85600000001,19659.45599999999,0.0,24.552,17.537142857142857,0,29.016,7.014857142857142,0.0,0.0,31.247999999999998,22.32,0,31.248,8.927999999999997,0.0,0.0,Referansesituasjon
25,36,A,P3,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,Eldre,410,0,2,10.444561,63.451796,True,True,False,False,False,True,0,0,False,[5.33 5.33 5.33 ... 6.97 6.15 6.56],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[4.92 4.92 4.92 ... 6.56 5.74 6.15],[0.41 0.41 0.41 ... 0.41 0.41 0.41],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[1.52285714 1.52285714 1.52285714 ... 1.99142857 1.75714286 1.87428571],"[-3.80714286 -3.80714286 -3.80714286 ... -4.97857143 -4.39285714
 -4.68571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],396.0,237600.0,[3.16285714 3.57285714 3.57285714 ... 3.63142857 3.39714286 3.51428571],20200.0,-9.0,-8.0,46885.14,31709.692857142858,0,28837.759999999995,12683.877142857144,2491.5699999999997,23847.787617607002,0.8200000000000001,0.5857142857142857,0,1.6400000000000001,0.23428571428571432,0.0,11.338475995,2.87,2.05,0,6.5600000000000005,0.8200000000000003,0.0,15.08441578,Referansesituasjon
26,38,A,P3,,,Østmarkveien 39,2987668,Sykehus,Sykehus,Eldre,1615,0,4,10.454588,63.45375,True,True,False,False,False,True,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[63 63 63 ... 56 59 60],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[0. 0. 0. ... 0. 0. 0.],-47000.0,-22.0,-30.0,0.0,0.0,0,0.0,0.0,0.0,46968.50853955525,0.0,0.0,0,0.0,0.0,0.0,22.33126674625,0.0,0.0,0,0.0,0.0,0.0,29.708940835,Referansesituasjon
27,39,A,P3,,,Østmarkveien  33,2987670,Sykehus,Sykehus,Eldre,1595,0,4,10.454744,63.452869,True,True,False,False,False,True,0,0,False,[25.489376  24.688048  25.445992  ... 29.5768825 29.362674  29.5401975],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[24.226455  23.4673945 24.253889  ... 27.8217445 27.840087  28.0759875],[1.262921  1.2206535 1.192103  ... 1.755138  1.522587  1.46421  ],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[7.28267886 7.053728   7.27028343 ... 8.45053786 8.38933543 8.44005643],"[-18.20669714 -17.63432    -18.17570857 ... -21.12634464 -20.97333857
 -21.10014107]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1694.0,1016400.0,"[22.69580186 21.916576   22.09086393 ... 24.65031486 24.46741393
 23.82367193]",231200.0,2.0,7.0,199789.263289,135530.1953107143,0,213305.801775,54212.07812428571,10046.989853999998,46386.85518302825,8.0699025,5.764216071428571,0,21.73985,2.3056864285714287,0.0,22.05471855125,12.0845175,8.631798214285714,0,33.024475,3.452719285714286,0.0,29.341028255,Referansesituasjon
28,40,B,P3,,,Østmarkveien 31,2987671,Sykehus,Sykehus,Eldre,1595,0,4,10.45264,63.452522,True,False,False,False,False,True,0,0,False,[25.489376  24.688048  25.445992  ... 29.5768825 29.362674  29.5401975],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[24.226455  23.4673945 24.253889  ... 27.8217445 27.840087  28.0759875],[1.262921  1.2206535 1.192103  ... 1.755138  1.522587  1.46421  ],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[7.28267886 7.053728   7.27028343 ... 8.45053786 8.38933543 8.44005643],"[-18.20669714 -17.63432    -18.17570857 ... -21.12634464 -20.97333857
 -21.10014107]",[0. 0. 0. ... 0. 0. 0.],0,0,1694.0,1016400.0,"[22.69580186 21.916576   22.09086393 ... 24.65031486 24.46741393
 23.82367193]",277600.0,24.0,36.0,199789.263289,135530.1953107143,0,213305.801775,54212.07812428571,10046.989853999998,0.0,8.0699025,5.764216071428571,0,21.73985,2.3056864285714287,0.0,0.0,12.0845175,8.631798214285714,0,33.024475,3.452719285714286,0.0,0.0,Referansesituasjon
29,41,B,P3,,,Østmarkveien 43,2987672,Sykehus,Sykehus,Eldre,1495,0,4,10.451577,63.453305,True,False,False,False,False,True,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[19 21 19 ... 38 28 28],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,0,0.0,0.0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Referansesituasjon
30,42,B,P3,,,Østmarkveien 23,2987675,Sykehus,Sykehus,Eldre,1680,0,6,10.449077,63.452271,True,True,False,False,False,True,0,0,False,[26.847744 26.003712 26.802048 ... 31.15308  30.927456 31.11444 ],[16.234512 15.654912 15.610392 ... 17.063088 16.934904 16.203432],[25.51752  24.718008 25.546416 ... 29.304408 29.323728 29.5722  ],[1.330224 1.285704 1.255632 ... 1.848672 1.603728 1.54224 ],[16.234512 15.654912 15.610392 ... 17.063088 16.934904 16.203432],[7.670784 7.429632 7.657728 ... 8.90088  8.836416 8.88984 ],[-19.17696 -18.57408 -19.14432 ... -22.2522  -22.09104 -22.2246 ],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1784.0,1070400.0,[23.905296 23.084544 23.26812  ... 25.963968 25.77132  25.093272],259800.0,10.0,18.0,210436.340016,142752.8076,0,224673.1956,57101.12304,10582.409376000003,32572.587965512,8.49996,6.0714,0,22.8984,2.42856,0.0,15.48669892,12.72852,9.0918,0,34.784400000000005,3.6367200000000004,0.0,20.60310448,Referansesituasjon
31,52,B,P3,,,Østmarkveien 19,2987687,Veksthus,Hus,Eldre,295,0,1,10.451696,63.451311,True,False,False,False,False,True,0,0,False,[5.605 4.425 5.31  ... 7.67  7.08  7.08 ],[1.18  0.885 0.59  ... 2.065 1.77  1.475],[5.31  4.425 5.31  ... 7.08  6.49  6.785],[0.295 0.    0.    ... 0.59  0.59  0.295],[1.18  0.885 0.59  ... 2.065 1.77  1.475],[1.60142857 1.26428571 1.51714286 ... 2.19142857 2.02285714 2.02285714],"[-4.00357143 -3.16071429 -3.79285714 ... -5.47857143 -5.05714286
 -5.05714286]",[0. 0. 0. ... 0. 0. 0.],0,0,388.0,232800.0,[2.78142857 2.14928571 2.10714286 ... 4.25642857 3.79285714 3.49785714],23000.0,2.0,1.0,43464.12,31045.799999999996,0,10579.880000000001,12418.32,0.0,0.0,1.77,1.2642857142857142,0,1.18,0.5057142857142858,0.0,0.0,1.77,1.2642857142857142,0,0.885,0.5057142857142858,0.0,0.0,Referansesituasjon
32,54,A,P3,,,Østmarkveien 26,2987693,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.448255,63.451866,True,False,False,False,False,True,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[2.10628571 1.66285714 1.99542857 ... 2.88228571 2.66057143 2.66057143],"[-5.26571429 -4.15714286 -4.98857143 ... -7.20571429 -6.65142857
 -6.65142857]",[0. 0. 0. ... 0. 0. 0.],0,0,510.0,306000.0,[3.65828571 2.82685714 2.77142857 ... 5.59828571 4.98857143 4.60057143],30200.0,2.0,2.0,57166.367999999995,40833.119999999995,0,13915.232000000002,16333.247999999998,0.0,0.0,2.3280000000000003,1.662857142857143,0,1.552,0.6651428571428573,0.0,0.0,2.3280000000000003,1.662857142857143,0,1.164,0.6651428571428573,0.0,0.0,Referansesituasjon
33,55,A,P3,,,Østmarkveien 26,2987694,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.44784,63.451996,True,False,False,False,False,True,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[2.10628571 1.66285714 1.99542857 ... 2.88228571 2.66057143 2.66057143],"[-5.26571429 -4.15714286 -4.98857143 ... -7.20571429 -6.65142857
 -6.65142857]",[0. 0. 0. ... 0. 0. 0.],0,0,510.0,306000.0,[3.65828571 2.82685714 2.77142857 ... 5.59828571 4.98857143 4.60057143],30200.0,2.0,2.0,57166.367999999995,40833.119999999995,0,13915.232000000002,16333.247999999998,0.0,0.0,2.3280000000000003,1.662857142857143,0,1.552,0.6651428571428573,0.0,0.0,2.3280000000000003,1.662857142857143,0,1.164,0.6651428571428573,0.0,0.0,Referansesituasjon
34,56,D,P3,,,Østmarkveien 26E,2987698,Bo- og behandlingssenter,Sykehjem,Eldre,424,0,2,10.446325,63.451778,True,True,False,False,False,True,0,0,False,[8.904 8.904 8.904 ... 9.752 9.328 9.328],[3.392 3.392 3.392 ... 4.24  3.816 3.816],[8.056 8.056 8.056 ... 8.48  8.48  8.48 ],[0.848 0.848 0.848 ... 1.272 0.848 0.848],[3.392 3.392 3.392 ... 4.24  3.816 3.816],[2.544      2.544      2.544      ... 2.78628571 2.66514286 2.66514286],"[-6.36       -6.36       -6.36       ... -6.96571429 -6.66285714
 -6.66285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],606.0,363600.0,[5.936      5.936      5.936      ... 7.02628571 6.48114286 6.48114286],41600.0,-4.0,-6.0,71639.464,48503.48,0,41144.96,19401.392000000003,3734.591999999997,22681.240035843373,4.664,3.331428571428571,0,5.512,1.3325714285714287,0.0,10.447055780000001,5.936,4.24,0,5.936,1.6959999999999997,0.0,13.7948453,Referansesituasjon
35,57,A,P3,,,Østmarkveien 28C,2987699,Stort frittliggende boligbygg på 2 etg.,Hus,Eldre,510,0,3,10.448162,63.452415,True,False,False,False,False,True,0,0,False,[ 9.69  7.65  9.18 ... 13.26 12.24 12.24],[2.04 1.53 1.02 ... 3.57 3.06 2.55],[ 9.18  7.65  9.18 ... 12.24 11.22 11.73],[0.51 0.   0.   ... 1.02 1.02 0.51],[2.04 1.53 1.02 ... 3.57 3.06 2.55],[2.76857143 2.18571429 2.62285714 ... 3.78857143 3.49714286 3.49714286],"[-6.92142857 -5.46428571 -6.55714286 ... -9.47142857 -8.74285714
 -8.74285714]",[0. 0. 0. ... 0. 0. 0.],0,0,671.0,402600.0,[4.80857143 3.71571429 3.64285714 ... 7.35857143 6.55714286 6.04714286],39800.0,3.0,2.0,75141.35999999999,53672.4,0,18290.64,21468.96,0.0,0.0,3.06,2.185714285714286,0,2.04,0.8742857142857141,0.0,0.0,3.06,2.185714285714286,0,1.53,0.8742857142857141,0.0,0.0,Referansesituasjon
36,58,A,P3,,,Østmarkveien 28G,2987700,Rekkehus,Hus,Eldre,822,0,3,10.447456,63.452332,True,False,False,False,False,True,0,0,False,[15.618 12.33  14.796 ... 21.372 19.728 19.728],[3.288 2.466 1.644 ... 5.754 4.932 4.11 ],[14.796 12.33  14.796 ... 19.728 18.084 18.906],[0.822 0.    0.    ... 1.644 1.644 0.822],[3.288 2.466 1.644 ... 5.754 4.932 4.11 ],[4.46228571 3.52285714 4.22742857 ... 6.10628571 5.63657143 5.63657143],"[-11.15571429  -8.80714286 -10.56857143 ... -15.26571429 -14.09142857
 -14.09142857]",[0. 0. 0. ... 0. 0. 0.],0,0,1081.0,648600.0,"[ 7.75028571  5.98885714  5.87142857 ... 11.86028571 10.56857143
  9.74657143]",64100.0,5.0,4.0,121110.19200000002,86507.28,0,29480.208,34602.912,0.0,0.0,4.932,3.522857142857143,0,3.2880000000000003,1.4091428571428573,0.0,0.0,4.932,3.522857142857143,0,2.466,1.4091428571428573,0.0,0.0,Referansesituasjon
37,59,A,P3,,,Østmarkveien 28N,2987701,Kjede/atriumhus,Hus,Eldre,410,0,2,10.445153,63.452006,True,False,False,False,False,True,0,0,False,[ 7.79  6.15  7.38 ... 10.66  9.84  9.84],[1.64 1.23 0.82 ... 2.87 2.46 2.05],[7.38 6.15 7.38 ... 9.84 9.02 9.43],[0.41 0.   0.   ... 0.82 0.82 0.41],[1.64 1.23 0.82 ... 2.87 2.46 2.05],[2.22571429 1.75714286 2.10857143 ... 3.04571429 2.81142857 2.81142857],"[-5.56428571 -4.39285714 -5.27142857 ... -7.61428571 -7.02857143
 -7.02857143]",[0. 0. 0. ... 0. 0. 0.],0,0,539.0,323400.0,[3.86571429 2.98714286 2.92857143 ... 5.91571429 5.27142857 4.86142857],32000.0,2.0,2.0,60407.76,43148.399999999994,0,14704.240000000002,17259.36,0.0,0.0,2.46,1.7571428571428571,0,1.6400000000000001,0.7028571428571428,0.0,0.0,2.46,1.7571428571428571,0,1.23,0.7028571428571428,0.0,0.0,Referansesituasjon
38,60,A,P3,,,Østmarkveien 30,2987703,"Tomannsbolig, horisontaldelt",Hus,Eldre,229,0,3,10.448481,63.45278,True,True,False,False,False,True,0,0,False,[4.351 3.435 4.122 ... 5.954 5.496 5.496],[0.916 0.687 0.458 ... 1.603 1.374 1.145],[4.122 3.435 4.122 ... 5.496 5.038 5.267],[0.229 0.    0.    ... 0.458 0.458 0.229],[0.916 0.687 0.458 ... 1.603 1.374 1.145],[1.24314286 0.98142857 1.17771429 ... 1.70114286 1.57028571 1.57028571],"[-3.10785714 -2.45357143 -2.94428571 ... -4.25285714 -3.92571429
 -3.92571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],301.0,180600.0,[2.15914286 1.66842857 1.63571429 ... 3.30414286 2.94428571 2.71528571],9700.0,-2.0,-4.0,33739.944,24099.96,0,8212.856000000002,9639.984,0.0,8166.67290598763,1.374,0.9814285714285715,0,0.916,0.39257142857142857,0.0,3.7615971283333334,1.374,0.9814285714285715,0,0.687,0.39257142857142857,0.0,4.967011908333333,Referansesituasjon
39,61,A,P3,,,Østmarkveien 32,2987704,Andre småhus m/3 boliger el fl,Hus,Eldre,345,0,3,10.448003,63.452838,True,False,False,False,False,True,0,0,False,[6.555 5.175 6.21  ... 8.97  8.28  8.28 ],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[6.21  5.175 6.21  ... 8.28  7.59  7.935],[0.345 0.    0.    ... 0.69  0.69  0.345],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[1.87285714 1.47857143 1.77428571 ... 2.56285714 2.36571429 2.36571429],"[-4.68214286 -3.69642857 -4.43571429 ... -6.40714286 -5.91428571
 -5.91428571]",[0. 0. 0. ... 0. 0. 0.],0,0,454.0,272400.0,[3.25285714 2.51357143 2.46428571 ... 4.97785714 4.43571429 4.09071429],26900.0,2.0,2.0,50830.920000000006,36307.8,0,12373.080000000004,14523.119999999999,0.0,0.0,2.0700000000000003,1.4785714285714286,0,1.3800000000000001,0.5914285714285716,0.0,0.0,2.0700000000000003,1.4785714285714286,0,1.035,0.5914285714285716,0.0,0.0,Referansesituasjon
40,62,A,P3,,,Østmarkveien 34,2987705,Andre småhus m/3 boliger el fl,Hus,Eldre,348,0,3,10.447405,63.452925,True,False,False,False,False,True,0,0,False,[6.612 5.22  6.264 ... 9.048 8.352 8.352],[1.392 1.044 0.696 ... 2.436 2.088 1.74 ],[6.264 5.22  6.264 ... 8.352 7.656 8.004],[0.348 0.    0.    ... 0.696 0.696 0.348],[1.392 1.044 0.696 ... 2.436 2.088 1.74 ],[1.88914286 1.49142857 1.78971429 ... 2.58514286 2.38628571 2.38628571],"[-4.72285714 -3.72857143 -4.47428571 ... -6.46285714 -5.96571429
 -5.96571429]",[0. 0. 0. ... 0. 0. 0.],0,0,458.0,274800.0,[3.28114286 2.53542857 2.48571429 ... 5.02114286 4.47428571 4.12628571],27100.0,2.0,2.0,51272.92800000001,36623.520000000004,0,12480.672000000002,14649.408000000001,0.0,0.0,2.088,1.4914285714285715,0,1.3920000000000001,0.5965714285714285,0.0,0.0,2.088,1.4914285714285715,0,1.044,0.5965714285714285,0.0,0.0,Referansesituasjon
41,63,A,P3,,,Østmarkveien 36,2987706,Andre småhus m/3 boliger el fl,Hus,Eldre,345,0,3,10.446861,63.452868,True,False,False,False,False,True,0,0,False,[6.555 5.175 6.21  ... 8.97  8.28  8.28 ],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[6.21  5.175 6.21  ... 8.28  7.59  7.935],[0.345 0.    0.    ... 0.69  0.69  0.345],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[1.87285714 1.47857143 1.77428571 ... 2.56285714 2.36571429 2.36571429],"[-4.68214286 -3.69642857 -4.43571429 ... -6.40714286 -5.91428571
 -5.91428571]",[0. 0. 0. ... 0. 0. 0.],0,0,454.0,272400.0,[3.25285714 2.51357143 2.46428571 ... 4.97785714 4.43571429 4.09071429],26900.0,2.0,2.0,50830.920000000006,36307.8,0,12373.080000000004,14523.119999999999,0.0,0.0,2.0700000000000003,1.4785714285714286,0,1.3800000000000001,0.5914285714285716,0.0,0.0,2.0700000000000003,1.4785714285714286,0,1.035,0.5914285714285716,0.0,0.0,Referansesituasjon
42,64,A,P3,,,Harry Borthens Vei 9,2987711,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,Eldre,3375,0,12,10.445843,63.453354,True,True,False,False,False,True,0,0,False,[64.125 50.625 60.75  ... 87.75  81.    81.   ],[13.5   10.125  6.75  ... 23.625 20.25  16.875],[60.75  50.625 60.75  ... 81.    74.25  77.625],[3.375 0.    0.    ... 6.75  6.75  3.375],[13.5   10.125  6.75  ... 23.625 20.25  16.875],"[18.32142857 14.46428571 17.35714286 ... 25.07142857 23.14285714
 23.14285714]","[-45.80357143 -36.16071429 -43.39285714 ... -62.67857143 -57.85714286
 -57.85714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],4440.0,2664000.0,"[31.82142857 24.58928571 24.10714286 ... 48.69642857 43.39285714
 40.01785714]",233000.0,5.0,-2.0,497259.0,355184.99999999994,0,121041.0,142074.0,0.0,30090.08849094787,20.25,14.464285714285715,0,13.5,5.785714285714285,0.0,13.85959640625,20.25,14.464285714285715,0,10.125,5.785714285714285,0.0,18.30094453125,Referansesituasjon
43,65,A,P3,,,Harry Borthens Vei 11,2987712,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,Eldre,3725,0,12,10.446844,63.453721,True,True,False,False,False,True,0,0,False,[70.775 55.875 67.05  ... 96.85  89.4   89.4  ],[14.9   11.175  7.45  ... 26.075 22.35  18.625],[67.05  55.875 67.05  ... 89.4   81.95  85.675],[3.725 0.    0.    ... 7.45  7.45  3.725],[14.9   11.175  7.45  ... 26.075 22.35  18.625],"[20.22142857 15.96428571 19.15714286 ... 27.67142857 25.54285714
 25.54285714]","[-50.55357143 -39.91071429 -47.89285714 ... -69.17857143 -63.85714286
 -63.85714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],4900.0,2940000.0,"[35.12142857 27.13928571 26.60714286 ... 53.74642857 47.89285714
 44.16785714]",257200.0,6.0,-3.0,548826.6,392018.99999999994,0,133593.4,156807.6,0.0,33210.542112231364,22.35,15.964285714285715,0,14.9,6.385714285714286,0.0,15.296887885416668,22.35,15.964285714285715,0,11.175,6.385714285714286,0.0,20.198820260416667,Referansesituasjon
44,68,A,P3,,,Østmarkveien 40,4345647,Annen kontorbygning,Kontor,Eldre,673,0,3,10.447707,63.453335,True,False,False,False,False,True,0,0,False,[7.403 7.403 8.076 ... 8.749 8.749 8.749],[7.403 7.403 7.403 ... 7.403 7.403 7.403],[7.403 7.403 8.076 ... 8.749 8.749 8.749],[0. 0. 0. ... 0. 0. 0.],[7.403 7.403 7.403 ... 7.403 7.403 7.403],[2.11514286 2.11514286 2.30742857 ... 2.49971429 2.49971429 2.49971429],"[-5.28785714 -5.28785714 -5.76857143 ... -6.24928571 -6.24928571
 -6.24928571]",[0. 0. 0. ... 0. 0. 0.],0,0,507.0,304200.0,[9.51814286 9.51814286 9.71042857 ... 9.90271429 9.90271429 9.90271429],134100.0,8.0,20.0,59883.54,40561.71,0,114750.538,16224.684000000001,3097.1459999999993,0.0,0.673,0.48071428571428576,0,8.076,0.19228571428571428,0.0,0.0,2.692,1.922857142857143,0,18.844,0.7691428571428571,0.0,0.0,Referansesituasjon
45,70,B,P3,,,Østmarkveien 19,4374167,Veksthus,Hus,Eldre,135,0,1,10.451853,63.451247,True,True,False,False,False,True,0,0,False,[2.565 2.025 2.43  ... 3.51  3.24  3.24 ],[0.54  0.405 0.27  ... 0.945 0.81  0.675],[2.43  2.025 2.43  ... 3.24  2.97  3.105],[0.135 0.    0.    ... 0.27  0.27  0.135],[0.54  0.405 0.27  ... 0.945 0.81  0.675],[0.73285714 0.57857143 0.69428571 ... 1.00285714 0.92571429 0.92571429],"[-1.83214286 -1.44642857 -1.73571429 ... -2.50714286 -2.31428571
 -2.31428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],178.0,106800.0,[1.27285714 0.98357143 0.96428571 ... 1.94785714 1.73571429 1.60071429],-3900.0,-6.0,-8.0,19890.36,14207.4,0,4841.640000000001,5682.96,0.0,14443.242475654979,0.81,0.5785714285714286,0,0.54,0.23142857142857143,0.0,6.652606275,0.81,0.5785714285714286,0,0.405,0.23142857142857143,0.0,8.784453375,Referansesituasjon
46,76,A,P3,,,Østmarkveien 26G,5384266,Barnehage,Barnehage,TEK10/TEK17,1250,810,3,10.444673,63.451399,True,True,False,False,False,True,0,0,False,[ 8.75 10.   10.   ... 11.25 10.   10.  ],[5.   6.25 6.25 ... 5.   5.   5.  ],[ 7.5   8.75  8.75 ... 10.    8.75  8.75],[1.25 1.25 1.25 ... 1.25 1.25 1.25],[5.   6.25 6.25 ... 5.   5.   5.  ],[2.5        2.85714286 2.85714286 ... 3.21428571 2.85714286 2.85714286],"[-6.25       -7.14285714 -7.14285714 ... -8.03571429 -7.14285714
 -7.14285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],809.0,485400.0,[7.5        9.10714286 9.10714286 ... 8.21428571 7.85714286 7.85714286],24600.0,-39.0,-38.0,95655.0,64711.60714285714,0,87920.0,25884.642857142855,5058.75,94227.843757374,2.5,1.7857142857142856,0,5.0,0.7142857142857144,0.0,44.80080759,6.25,4.464285714285714,0,20.0,1.7857142857142856,0.0,59.60183796,Referansesituasjon
47,77,A,P3,,,Østmarkveien 41,5565229,Sykehus,Sykehus,TEK10/TEK17,4265,3260,2,10.453051,63.454048,True,False,False,False,False,True,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[100. 102. 100. ...  20.  21.  22.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,0,0.0,0.0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Referansesituasjon
