,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
10,60,A,P1,,,OMT8-10,592798,Studenthjem/studentboliger,Hus,Eldre,7807,0,10,10.732541,59.964932,True,True,False,False,False,True,True,[28.8 29.2 27.9 ... 32.5 29.8  8.4],[25.3 25.3 25.3 ... 25.3 25.3 25.3],[57.6 58.4 55.8 ... 65.  59.6 16.8],"[149.87106666 150.65154222 160.33339095 ... 129.99363844 124.63898332
 113.75184321]",[50.6 50.6 50.6 ... 50.6 50.6 50.6],[8.22857143 8.34285714 7.97142857 ... 9.28571429 8.51428571 2.4       ],"[-20.57142857 -20.85714286 -19.92857143 ... -23.21428571 -21.28571429
  -6.        ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1964.0,1178400.0,"[33.52857143 33.64285714 33.27142857 ... 34.58571429 33.81428571
 27.7       ]",198300.0,-23.0,-28.0,219980.2,157128.7142857143,0,218970.00000000003,62851.485714285714,0.0,83524.73630180625,10.2,7.285714285714285,0,25.3,2.9142857142857146,0.0,51.0001940066,0.0,0.0,0,22.6,0.0,0.0,50.800168517500005,Referansesituasjon
11,64,A,E,,,OMT18,593922,Studenthjem/studentboliger,Hus,Eldre,1991,0,5,10.73141,59.965243,True,True,False,False,False,True,True,[16.75 17.25 16.2  ... 11.95 12.1  10.65],[8.05 8.05 8.05 ... 8.05 8.05 8.05],[33.5 34.5 32.4 ... 23.9 24.2 21.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.1 16.1 16.1 ... 16.1 16.1 16.1],[4.78571429 4.92857143 4.62857143 ... 3.41428571 3.45714286 3.04285714],"[-11.96428571 -12.32142857 -11.57142857 ...  -8.53571429  -8.64285714
  -7.60714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],592.0,355200.0,"[12.83571429 12.97857143 12.67857143 ... 11.46428571 11.50714286
 11.09285714]",42000.0,-21.0,-20.0,66257.2,47326.57142857143,0,65625.84999999999,18930.62857142857,0.0,42602.21595411714,0.0,0.0,0,5.3,0.0,0.0,26.012907971599997,0.0,0.0,0,5.8,0.0,0.0,25.910883955,Referansesituasjon
12,65,A,P1,,,OMT24,593923,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730378,59.965032,True,True,False,False,False,True,True,[17.35 17.4  16.45 ... 25.45 25.25 24.65],[11.1 11.1 11.1 ... 11.1 11.1 11.1],[34.7 34.8 32.9 ... 50.9 50.5 49.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[22.2 22.2 22.2 ... 22.2 22.2 22.2],[4.95714286 4.97142857 4.7        ... 7.27142857 7.21428571 7.04285714],"[-12.39285714 -12.42857143 -11.75       ... -18.17857143 -18.03571429
 -17.60714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],817.0,490200.0,"[16.05714286 16.07142857 15.8        ... 18.37142857 18.31428571
 18.14285714]",71200.0,-20.0,-19.0,91491.85,65351.321428571435,0,91387.04999999997,26140.52857142857,0.0,46303.96550713686,0.0,0.0,0,8.35,0.0,0.0,28.273195806399997,0.0,0.0,0,9.45,0.0,0.0,28.16230682,Referansesituasjon
13,71,A,E,,,OMT26,593932,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729364,59.964821,True,True,False,False,False,True,True,[20.4 18.9 18.7 ...  7.   6.7  6.6],[8.1 8.1 8.1 ... 8.1 8.1 8.1],[40.8 37.8 37.4 ... 14.  13.4 13.2],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.2 16.2 16.2 ... 16.2 16.2 16.2],[5.82857143 5.4        5.34285714 ... 2.         1.91428571 1.88571429],"[-14.57142857 -13.5        -13.35714286 ...  -5.          -4.78571429
  -4.71428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],611.0,366600.0,"[13.92857143 13.5        13.44285714 ... 10.1        10.01428571
  9.98571429]",40800.0,-23.0,-22.0,68394.79999999999,48853.428571428565,0,67514.4,19541.371428571427,0.0,46303.96550713686,0.0,0.0,0,5.5,0.0,0.0,28.273195806399997,0.0,0.0,0,6.4,0.0,0.0,28.16230682,Referansesituasjon
14,72,A,P2,,,OMT34-36,593933,Studenthjem/studentboliger,Hus,Eldre,3605,0,5,10.728414,59.964115,True,True,False,False,False,True,True,[29.6 28.4 26.8 ... 24.8 25.  24.9],[14.8 14.8 14.8 ... 14.8 14.8 14.8],[59.2 56.8 53.6 ... 49.6 50.  49.8],"[77.91135618 78.31709099 83.35025705 ... 67.57795811 64.79430913
 59.13456526]",[29.6 29.6 29.6 ... 29.6 29.6 29.6],[8.45714286 8.11428571 7.65714286 ... 7.08571429 7.14285714 7.11428571],"[-21.14285714 -20.28571429 -19.14285714 ... -17.71428571 -17.85714286
 -17.78571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1114.0,668400.0,"[23.25714286 22.91428571 22.45714286 ... 21.88571429 21.94285714
 21.91428571]",82400.0,-36.0,-37.0,124786.79999999999,89133.42857142857,0,123887.20000000001,35653.37142857143,0.0,77137.6135181277,0.0,0.0,0,11.5,0.0,0.0,47.10021759799999,0.0,0.0,0,10.3,0.0,0.0,46.915488025,Referansesituasjon
15,73,A,P1,,,OMT32,593934,Barnehage,Barnehage,Eldre,561,0,2,10.728939,59.964233,True,True,False,False,False,True,True,[1.32 1.38 1.5  ... 0.6  0.66 0.78],[2.88 2.88 2.88 ... 2.88 2.88 2.88],[2.64 2.76 3.   ... 1.2  1.32 1.56],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[5.76 5.76 5.76 ... 5.76 5.76 5.76],[0.37714286 0.39428571 0.42857143 ... 0.17142857 0.18857143 0.22285714],"[-0.94285714 -0.98571429 -1.07142857 ... -0.42857143 -0.47142857
 -0.55714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],181.0,108600.0,[3.25714286 3.27428571 3.30857143 ... 3.05142857 3.06857143 3.10285714],-5100.0,-17.0,-18.0,21306.66,14458.371428571429,0,20722.02,5783.348571428572,1064.940000000001,32630.753301164703,2.7,1.9285714285714288,0,2.88,0.7714285714285714,0.0,20.3556384405,0.54,0.38571428571428573,0,2.88,0.1542857142857143,0.0,20.639895738,Referansesituasjon
16,74,A,E,,,OMT46,593935,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729544,59.963812,True,True,False,False,False,True,True,[18.95 19.9  18.7  ... 16.1  14.9  14.15],[8.75 8.75 8.75 ... 8.75 8.75 8.75],[37.9 39.8 37.4 ... 32.2 29.8 28.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[17.5 17.5 17.5 ... 17.5 17.5 17.5],[5.41428571 5.68571429 5.34285714 ... 4.6        4.25714286 4.04285714],"[-13.53571429 -14.21428571 -13.35714286 ... -11.5        -10.64285714
 -10.10714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],662.0,397200.0,"[14.16428571 14.43571429 14.09285714 ... 13.35       13.00714286
 12.79285714]",48600.0,-22.0,-21.0,74121.25,52943.75,0,73685.45,21177.5,0.0,46303.96550713686,0.0,0.0,0,6.2,0.0,0.0,28.273195806399997,0.0,0.0,0,7.6,0.0,0.0,28.16230682,Referansesituasjon
17,75,A,P2,,,OMT20-22,593936,Studenthjem/studentboliger,Hus,Eldre,3156,0,4,10.73046,59.964537,True,True,False,False,False,True,True,[36.2 35.  33.2 ... 35.6 33.2 32.1],[18.6 18.6 18.6 ... 18.6 18.6 18.6],[72.4 70.  66.4 ... 71.2 66.4 64.2],"[80.07546197 80.49246668 85.66543654 ... 69.45503814 66.5940691
 60.77711728]",[37.2 37.2 37.2 ... 37.2 37.2 37.2],"[10.34285714 10.          9.48571429 ... 10.17142857  9.48571429
  9.17142857]","[-25.85714286 -25.         -23.71428571 ... -25.42857143 -23.71428571
 -22.92857143]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1418.0,850800.0,"[28.94285714 28.6        28.08571429 ... 28.77142857 28.08571429
 27.77142857]",118900.0,-37.0,-35.0,158766.8,113404.85714285713,0,157913.09999999998,45361.94285714286,0.0,84412.72824660578,0.0,0.0,0,14.399999999999999,0.0,0.0,51.542401782,0.0,0.0,0,15.9,0.0,0.0,51.340249725,Referansesituasjon
18,76,A,E,,,OMT16,593937,Barnehage,Barnehage,Eldre,562,0,2,10.730984,59.964629,True,True,False,False,False,True,True,[3.975 4.    4.025 ... 2.125 2.275 2.425],[3.325 3.325 3.325 ... 3.325 3.325 3.325],[7.95 8.   8.05 ... 4.25 4.55 4.85],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[6.65 6.65 6.65 ... 6.65 6.65 6.65],[1.13571429 1.14285714 1.15       ... 0.60714286 0.65       0.69285714],"[-2.83928571 -2.85714286 -2.875      ... -1.51785714 -1.625
 -1.73214286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],208.0,124800.0,[4.46071429 4.46785714 4.475      ... 3.93214286 3.975      4.01785714],-400.0,-18.0,-19.0,24570.25,16664.803571428572,0,24386.375,6665.921428571428,1239.5250000000005,32688.9186368174,0.0,0.0,0,2.775,0.0,0.0,20.391923001,0.0,0.0,0,1.775,0.0,0.0,20.676686996,Referansesituasjon
19,77,A,P1,,,OMT12-14,593938,Studenthjem/studentboliger,Hus,Eldre,9945,0,13,10.731491,59.96473,True,True,False,False,False,True,True,[0. 0. 0. ... 0. 0. 0.],[48.   47.4  48.3  ... 49.35 49.2  49.5 ],[0. 0. 0. ... 0. 0. 0.],"[177.46462171 178.38879476 189.85321989 ... 153.92745501 147.586926
 134.69529693]",[96.  94.8 96.6 ... 98.7 98.4 99. ],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[48.   47.4  48.3  ... 49.35 49.2  49.5 ],320000.0,-17.0,-19.0,9.600000000000009,6.857142857142863,0,401838.75,2.7428571428571455,0.0,81845.04069537821,0.0,0.0,0,32.7,0.0,0.0,49.974572069999994,0.0,0.0,0,31.05,0.0,0.0,49.778569125000004,Referansesituasjon
20,78,A,E,,,OMT50,593939,Studenthjem/studentboliger,Hus,Eldre,2130,0,5,10.731572,59.964226,True,True,False,False,False,True,True,[15.1 14.4 14.  ... 19.  17.7 15.9],[9.4 9.4 9.4 ... 9.4 9.4 9.4],[30.2 28.8 28.  ... 38.  35.4 31.8],"[45.44820832 45.68488653 48.62089472 ... 39.42040376 37.79661148
 34.49510024]",[18.8 18.8 18.8 ... 18.8 18.8 18.8],[4.31428571 4.11428571 4.         ... 5.42857143 5.05714286 4.54285714],"[-10.78571429 -10.28571429 -10.         ... -13.57142857 -12.64285714
 -11.35714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],723.0,433800.0,"[13.71428571 13.51428571 13.4        ... 14.82857143 14.45714286
 13.94285714]",57300.0,-20.0,-21.0,80995.70000000001,57854.071428571435,0,79717.50000000001,23141.62857142857,0.0,45576.454034289054,0.0,0.0,0,8.0,0.0,0.0,27.828977388,0.0,0.0,0,7.199999999999999,0.0,0.0,27.719830650000002,Referansesituasjon
21,79,A,P1,,,OMT48,593941,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730559,59.964033,True,True,False,False,False,True,True,[15.3  14.6  14.   ... 13.8  12.45 12.3 ],[8.3 8.3 8.3 ... 8.3 8.3 8.3],[30.6 29.2 28.  ... 27.6 24.9 24.6],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.6 16.6 16.6 ... 16.6 16.6 16.6],[4.37142857 4.17142857 4.         ... 3.94285714 3.55714286 3.51428571],"[-10.92857143 -10.42857143 -10.         ...  -9.85714286  -8.89285714
  -8.78571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],629.0,377400.0,"[12.67142857 12.47142857 12.3        ... 12.24285714 11.85714286
 11.81428571]",44200.0,-22.0,-20.0,70429.5,50306.78571428571,0,70343.29999999999,20122.714285714283,0.0,46303.96550713686,0.0,0.0,0,6.549999999999999,0.0,0.0,28.273195806399997,0.0,0.0,0,7.9,0.0,0.0,28.16230682,Referansesituasjon
22,100,A,P1,,,OMT2-4,4285839,Studenthjem/studentboliger,Hus,Eldre,11503,0,14,10.733375,59.964454,True,True,False,False,False,True,True,[0. 0. 0. ... 0. 0. 0.],[54.15 53.85 52.2  ... 55.05 54.   50.85],[0. 0. 0. ... 0. 0. 0.],[214.24591  215.361627 229.202167 ... 185.830434 178.175768 162.612222],[108.3 107.7 104.4 ... 110.1 108.  101.7],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[54.15 53.85 52.2  ... 55.05 54.   50.85],380700.0,-9.0,-17.0,10.050000000000026,7.1785714285714475,0,468647.4,2.871428571428579,0.0,87905.08899336467,0.0,0.0,0,44.4,0.0,0.0,53.67483683671428,0.0,0.0,0,36.3,0.0,0.0,53.46432125535714,Referansesituasjon
