,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
23,111,A,E,,,OMT68,5614767,Studenthjem/studentboliger,Hus,Eldre,6484,0,9,10.733078,59.963358,True,True,False,False,False,True,True,[0. 0. 0. ... 0. 0. 0.],[33.5 34.6 33.2 ... 34.6 33.4 33.7],[0. 0. 0. ... 0. 0. 0.],"[128.22901539 128.8967868  137.18053334 ... 111.22197657 106.64055756
  97.3255691 ]",[67.  69.2 66.4 ... 69.2 66.8 67.4],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[33.5 34.6 33.2 ... 34.6 33.4 33.7],224800.0,-21.0,-24.0,17.000000000000007,12.14285714285715,0,301886.39999999997,4.857142857142859,0.0,77078.17630629375,0.0,0.0,0,26.199999999999996,0.0,0.0,47.06392524355555,0.0,0.0,0,22.7,0.0,0.0,46.879338011111116,Referansesituasjon
24,113,A,P1,,,OMT70,5615545,Studenthjem/studentboliger,Hus,Eldre,5106,0,11,10.733679,59.96386,True,True,False,False,False,True,False,[48.507 38.295 45.954 ... 66.378 61.272 61.272],[10.212  7.659  5.106 ... 17.871 15.318 12.765],[ 91.908  76.59   91.908 ... 122.544 112.332 117.438],[ 5.106  0.     0.    ... 10.212 10.212  5.106],[20.424 15.318 10.212 ... 35.742 30.636 25.53 ],"[13.85914286 10.94142857 13.12971429 ... 18.96514286 17.50628571
 17.50628571]","[-34.64785714 -27.35357143 -32.82428571 ... -47.41285714 -43.76571429
 -43.76571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],3358.0,2014800.0,"[24.07114286 18.60042857 18.23571429 ... 36.83614286 32.82428571
 30.27128571]",149400.0,-18.0,-18.0,376148.80799999996,268677.72,0,91560.792,107471.088,0.0,49661.411502151066,15.318000000000001,10.941428571428572,0,7.659000000000001,4.376571428571429,0.0,30.32325192981818,15.318000000000001,10.941428571428572,0,7.659000000000001,4.376571428571429,0.0,30.204322513636367,Referansesituasjon
25,114,A,P1,,,OMT40,5734422,Studenthjem/studentboliger,Hus,Eldre,1307,0,4,10.728471,59.963463,True,True,False,False,False,True,True,[4.14554582 3.13219018 7.36985924 ... 6.44862683 5.06677822 4.26837681],[6.7557043 6.7557043 6.7557043 ... 6.7557043 6.7557043 6.7557043],"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]","[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[13.6114086 13.5114086 13.5114086 ... 13.5114086 13.6114086 13.5114086],[1.18444166 0.89491148 2.10567407 ... 1.84246481 1.44765092 1.21953623],"[-2.96110416 -2.2372787  -5.26418517 ... -4.60616202 -3.6191273
 -3.04884058]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],487.0,292200.0,[7.94014596 7.65061578 8.86137837 ... 8.59816911 8.20335522 7.97524053],35000.0,-19.0,-20.0,54534.747386525174,38953.39099037512,0,54359.25261347469,15581.356396150046,0.0,34957.99614015011,0.0,0.0,0,1.903880302559879,0.0,0.0,21.345348266499997,0.0,0.0,0,1.2283098726192767,0.0,0.0,21.26163066875,Referansesituasjon
26,115,A,E,,,OMT38,5734455,Studenthjem/studentboliger,Hus,Eldre,2983,0,5,10.728844,59.963669,True,True,False,False,False,True,True,[4.14554582 3.13219018 7.36985924 ... 6.44862683 5.06677822 4.26837681],[6.7557043 6.7557043 6.7557043 ... 6.7557043 6.7557043 6.7557043],"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]","[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[13.5114086 13.5114086 13.5114086 ... 13.5114086 13.5114086 13.5114086],[1.18444166 0.89491148 2.10567407 ... 1.84246481 1.44765092 1.21953623],"[-2.96110416 -2.2372787  -5.26418517 ... -4.60616202 -3.6191273
 -3.04884058]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],487.0,292200.0,[7.94014596 7.65061578 8.86137837 ... 8.59816911 8.20335522 7.97524053],6100.0,-37.0,-38.0,54534.747386525174,38953.39099037512,0,54359.25261347469,15581.356396150046,0.0,63828.4330442649,0.0,0.0,0,1.903880302559879,0.0,0.0,38.9736335908,0.0,0.0,0,1.2283098726192767,0.0,0.0,38.820776915,Referansesituasjon
27,116,A,P1,,,OMT42,5734456,Studenthjem/studentboliger,Hus,Eldre,1816,0,5,10.729232,59.963347,True,True,False,False,False,True,True,[4.14554582 3.13219018 7.36985924 ... 6.44862683 5.06677822 4.26837681],[6.7557043 6.7557043 6.7557043 ... 6.7557043 6.7557043 6.7557043],"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]","[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[13.6114086 13.5114086 13.5114086 ... 13.5114086 13.5114086 13.6114086],[1.18444166 0.89491148 2.10567407 ... 1.84246481 1.44765092 1.21953623],"[-2.96110416 -2.2372787  -5.26418517 ... -4.60616202 -3.6191273
 -3.04884058]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],487.0,292200.0,[7.94014596 7.65061578 8.86137837 ... 8.59816911 8.20335522 7.97524053],31100.0,-22.0,-22.0,54534.747386525174,38953.39099037512,0,54359.25261347469,15581.356396150046,0.0,38857.67160857696,0.0,0.0,0,1.903880302559879,0.0,0.0,23.726489641599997,0.0,0.0,0,1.2283098726192767,0.0,0.0,23.63343308,Referansesituasjon
28,122,A,P1,,,OMT30A,6029002,Studenthjem/studentboliger,Hus,Eldre,4075,0,7,10.730766,59.965354,True,True,False,False,False,True,False,[38.7125 30.5625 36.675  ... 52.975  48.9    48.9   ],[ 8.15    6.1125  4.075  ... 14.2625 12.225  10.1875],[73.35  61.125 73.35  ... 97.8   89.65  93.725],[4.075 0.    0.    ... 8.15  8.15  4.075],[16.3   12.225  8.15  ... 28.525 24.45  20.375],"[11.06071429  8.73214286 10.47857143 ... 15.13571429 13.97142857
 13.97142857]","[-27.65178571 -21.83035714 -26.19642857 ... -37.83928571 -34.92857143
 -34.92857143]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],2680.0,1608000.0,"[19.21071429 14.84464286 14.55357143 ... 29.39821429 26.19642857
 24.15892857]",96600.0,-28.0,-28.0,300197.1,214426.49999999997,0,73072.90000000001,85770.6,0.0,62281.706971739724,12.225000000000001,8.732142857142858,0,6.1125,3.4928571428571438,0.0,38.02920283571428,12.225000000000001,8.732142857142858,0,6.1125,3.4928571428571438,0.0,37.88005026785714,Referansesituasjon
29,123,A,P2,,,OMT30B,6029032,Studenthjem/studentboliger,Hus,Eldre,2725,0,6,10.729925,59.965552,True,True,False,False,False,True,False,[25.8875 20.4375 24.525  ... 35.425  32.7    32.7   ],[5.45   4.0875 2.725  ... 9.5375 8.175  6.8125],[49.05  40.875 49.05  ... 65.4   59.95  62.675],[2.725 0.    0.    ... 5.45  5.45  2.725],[10.9    8.175  5.45  ... 19.075 16.35  13.625],"[ 7.39642857  5.83928571  7.00714286 ... 10.12142857  9.34285714
  9.34285714]","[-18.49107143 -14.59821429 -17.51785714 ... -25.30357143 -23.35714286
 -23.35714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1792.0,1075200.0,"[12.84642857  9.92678571  9.73214286 ... 19.65892857 17.51785714
 16.15535714]",57600.0,-23.0,-23.0,200745.3,143389.5,0,48864.700000000004,57355.799999999996,0.0,48589.92067427139,8.175,5.839285714285715,0,4.0875,2.3357142857142854,0.0,29.66899975833333,8.175,5.839285714285715,0,4.0875,2.3357142857142854,0.0,29.55263635416667,Referansesituasjon
30,124,A,P1,,,OMT28A,6029336,Studenthjem/studentboliger,Hus,Eldre,5150,0,6,10.728655,59.965029,True,True,False,False,False,True,False,[48.925 38.625 46.35  ... 66.95  61.8   61.8  ],[10.3    7.725  5.15  ... 18.025 15.45  12.875],[ 92.7   77.25  92.7  ... 123.6  113.3  118.45],[ 5.15  0.    0.   ... 10.3  10.3   5.15],[20.6  15.45 10.3  ... 36.05 30.9  25.75],"[13.97857143 11.03571429 13.24285714 ... 19.12857143 17.65714286
 17.65714286]","[-34.94642857 -27.58928571 -33.10714286 ... -47.82142857 -44.14285714
 -44.14285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],3387.0,2032200.0,"[24.27857143 18.76071429 18.39285714 ... 37.15357143 33.10714286
 30.53214286]",108900.0,-44.0,-44.0,379390.2,270993.0,0,92349.80000000002,108397.2,0.0,91830.49228348536,15.450000000000003,11.035714285714288,0,7.725000000000001,4.414285714285715,0.0,56.071687616666665,15.450000000000003,11.035714285714288,0,7.725000000000001,4.414285714285715,0.0,55.85177145833334,Referansesituasjon
31,125,A,P2,,,OMT30D,6029352,Studenthjem/studentboliger,Hus,Eldre,4805,0,7,10.729002,59.96561,True,True,False,False,False,True,False,[45.6475 36.0375 43.245  ... 62.465  57.66   57.66  ],[ 9.61    7.2075  4.805  ... 16.8175 14.415  12.0125],[ 86.49   72.075  86.49  ... 115.32  105.71  110.515],[4.805 0.    0.    ... 9.61  9.61  4.805],[19.22  14.415  9.61  ... 33.635 28.83  24.025],"[13.04214286 10.29642857 12.35571429 ... 17.84714286 16.47428571
 16.47428571]","[-32.60535714 -25.74107143 -30.88928571 ... -44.61785714 -41.18571429
 -41.18571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],3160.0,1896000.0,"[22.65214286 17.50392857 17.16071429 ... 34.66464286 30.88928571
 28.48678571]",113900.0,-34.0,-33.0,353974.74,252839.09999999998,0,86163.26,101135.64,0.0,73438.92073600231,14.415,10.29642857142857,0,7.207500000000001,4.118571428571428,0.0,44.84179622714286,14.415,10.29642857142857,0,7.207500000000001,4.118571428571428,0.0,44.66592430357143,Referansesituasjon
32,127,A,P2,,,OMT30E,6029364,Studenthjem/studentboliger,Hus,Eldre,1258,0,4,10.72839,59.965418,True,True,False,False,False,True,False,[11.951  9.435 11.322 ... 16.354 15.096 15.096],[2.516 1.887 1.258 ... 4.403 3.774 3.145],[22.644 18.87  22.644 ... 30.192 27.676 28.934],[1.258 0.    0.    ... 2.516 2.516 1.258],[5.032 3.774 2.516 ... 8.806 7.548 6.29 ],[3.41457143 2.69571429 3.23485714 ... 4.67257143 4.31314286 4.31314286],"[ -8.53642857  -6.73928571  -8.08714286 ... -11.68142857 -10.78285714
 -10.78285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],827.0,496200.0,[5.93057143 4.58271429 4.49285714 ... 9.07557143 8.08714286 7.45814286],15400.0,-18.0,-17.0,92674.344,66195.96,0,22558.456,26478.384,0.0,33647.40561921105,3.7739999999999996,2.6957142857142857,0,1.8869999999999998,1.0782857142857138,0.0,20.545101851,3.7739999999999996,2.6957142857142857,0,1.8869999999999998,1.0782857142857138,0.0,20.4645228625,Referansesituasjon
33,128,A,P2,,,OMT28B,6029368,Studenthjem/studentboliger,Hus,Eldre,2315,0,4,10.728148,59.964761,True,True,False,False,False,True,False,[21.9925 17.3625 20.835  ... 30.095  27.78   27.78  ],[4.63   3.4725 2.315  ... 8.1025 6.945  5.7875],[41.67  34.725 41.67  ... 55.56  50.93  53.245],[2.315 0.    0.    ... 4.63  4.63  2.315],[ 9.26   6.945  4.63  ... 16.205 13.89  11.575],[6.28357143 4.96071429 5.95285714 ... 8.59857143 7.93714286 7.93714286],"[-15.70892857 -12.40178571 -14.88214286 ... -21.49642857 -19.84285714
 -19.84285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1523.0,913800.0,"[10.91357143  8.43321429  8.26785714 ... 16.70107143 14.88214286
 13.72464286]",28300.0,-32.0,-32.0,170541.42,121815.30000000002,0,41512.58,48726.12,0.0,61918.7154280394,6.945000000000001,4.960714285714286,0,3.4725000000000006,1.9842857142857149,0.0,37.807560242499996,6.945000000000001,4.960714285714286,0,3.4725000000000006,1.9842857142857149,0.0,37.65927696875,Referansesituasjon
34,129,A,P1,,,OMT28C,6029373,Studenthjem/studentboliger,Hus,Eldre,2130,0,5,10.728633,59.964576,True,True,False,False,False,True,False,[20.235 15.975 19.17  ... 27.69  25.56  25.56 ],[4.26  3.195 2.13  ... 7.455 6.39  5.325],[38.34 31.95 38.34 ... 51.12 46.86 48.99],[2.13 0.   0.   ... 4.26 4.26 2.13],[ 8.52  6.39  4.26 ... 14.91 12.78 10.65],[5.78142857 4.56428571 5.47714286 ... 7.91142857 7.30285714 7.30285714],"[-14.45357143 -11.41071429 -13.69285714 ... -19.77857143 -18.25714286
 -18.25714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1401.0,840600.0,"[10.04142857  7.75928571  7.60714286 ... 15.36642857 13.69285714
 12.62785714]",37500.0,-23.0,-23.0,156912.84,112080.6,0,38195.159999999996,44832.23999999999,0.0,45576.454034289054,6.39,4.564285714285714,0,3.195,1.8257142857142856,0.0,27.828977388,6.39,4.564285714285714,0,3.195,1.8257142857142856,0.0,27.719830650000002,Referansesituasjon
35,131,A,P1,,,Utenfor,540329,Barnehage,Barnehage,Eldre,557,0,2,10.734331,59.96286,True,True,False,False,False,True,False,[3.6205 3.6205 3.6205 ... 4.7345 4.1775 4.456 ],[1.114  1.3925 1.3925 ... 1.114  1.114  1.114 ],[6.684 6.684 6.684 ... 8.912 7.798 8.355],[0.557 0.557 0.557 ... 0.557 0.557 0.557],[2.228 2.785 2.785 ... 2.228 2.228 2.228],[1.03442857 1.03442857 1.03442857 ... 1.35271429 1.19357143 1.27314286],"[-2.58607143 -2.58607143 -2.58607143 ... -3.38178571 -2.98392857
 -3.18285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],269.0,161400.0,[2.14842857 2.42692857 2.42692857 ... 2.46671429 2.30757143 2.38714286],-2500.0,-15.0,-15.0,31847.589,21539.388928571432,0,19588.576,8615.755571428572,1692.4444999999996,32398.091958553898,1.3925,0.9946428571428572,0,5.013,0.3978571428571429,0.0,20.2105001985,1.9495000000000002,1.3925,0,4.456,0.5570000000000002,0.0,20.492730706,Referansesituasjon
36,132,A,P2,,,BT4,0,Studenthjem/studentboliger,Hus,Eldre,10000,0,5,10.7314011,59.9649071,True,True,False,False,False,True,False,[ 95.  75.  90. ... 130. 120. 120.],[20. 15. 10. ... 35. 30. 25.],[180. 150. 180. ... 240. 220. 230.],[10.  0.  0. ... 20. 20. 10.],[40. 30. 20. ... 70. 60. 50.],"[27.14285714 21.42857143 25.71428571 ... 37.14285714 34.28571429
 34.28571429]","[-67.85714286 -53.57142857 -64.28571429 ... -92.85714286 -85.71428571
 -85.71428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],6578.0,3946800.0,"[47.14285714 36.42857143 35.71428571 ... 72.14285714 64.28571429
 59.28571429]",175800.0,-107.0,-107.0,736680.0,526200.0,0,179320.0,210480.0,0.0,213973.962602296,30.0,21.42857142857143,0,15.0,8.57142857142857,0.0,130.65247599999998,30.0,21.42857142857143,0,15.0,8.57142857142857,0.0,130.14005,Referansesituasjon
