,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt
33,64,A,E,,,OMT18,593922,Studenthjem/studentboliger,Hus,Eldre,1991,0,5,10.73141,59.965243,False,False,False,False,False,False,True,[33.5 34.5 32.4 ... 23.9 24.2 21.3],[16.1 16.1 16.1 ... 16.1 16.1 16.1],[33.5 34.5 32.4 ... 23.9 24.2 21.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.1 16.1 16.1 ... 16.1 16.1 16.1],0,0,0,0,0,0,0,[49.6 50.6 48.5 ... 40.  40.3 37.4],263800.0,11.0,12.0,132514.4,0,0,131251.69999999998,0,0,0,0.0,0,0,10.6,0,0,0,0.0,0,0,11.6,0,0,0
34,64,A,P1,,,OMT18,593922,Studenthjem/studentboliger,Hus,Eldre,1991,0,5,10.73141,59.965243,False,False,False,False,False,False,True,[33.5 34.5 32.4 ... 23.9 24.2 21.3],[16.1 16.1 16.1 ... 16.1 16.1 16.1],[33.5 34.5 32.4 ... 23.9 24.2 21.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.1 16.1 16.1 ... 16.1 16.1 16.1],0,0,0,0,0,0,0,[49.6 50.6 48.5 ... 40.  40.3 37.4],263800.0,11.0,12.0,132514.4,0,0,131251.69999999998,0,0,0,0.0,0,0,10.6,0,0,0,0.0,0,0,11.6,0,0,0
35,64,A,P2,,,OMT18,593922,Studenthjem/studentboliger,Hus,Eldre,1991,0,5,10.73141,59.965243,False,False,False,False,False,False,True,[33.5 34.5 32.4 ... 23.9 24.2 21.3],[16.1 16.1 16.1 ... 16.1 16.1 16.1],[33.5 34.5 32.4 ... 23.9 24.2 21.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.1 16.1 16.1 ... 16.1 16.1 16.1],0,0,0,0,0,0,0,[49.6 50.6 48.5 ... 40.  40.3 37.4],263800.0,11.0,12.0,132514.4,0,0,131251.69999999998,0,0,0,0.0,0,0,10.6,0,0,0,0.0,0,0,11.6,0,0,0
36,65,A,P1,,,OMT24,593923,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730378,59.965032,False,False,False,False,False,False,True,[34.7 34.8 32.9 ... 50.9 50.5 49.3],[22.2 22.2 22.2 ... 22.2 22.2 22.2],[34.7 34.8 32.9 ... 50.9 50.5 49.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[22.2 22.2 22.2 ... 22.2 22.2 22.2],0,0,0,0,0,0,0,[56.9 57.  55.1 ... 73.1 72.7 71.5],365800.0,17.0,19.0,182983.7,0,0,182774.09999999995,0,0,0,0.0,0,0,16.7,0,0,0,0.0,0,0,18.9,0,0,0
37,65,A,E,,,OMT24,593923,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730378,59.965032,False,False,False,False,False,False,True,[34.7 34.8 32.9 ... 50.9 50.5 49.3],[22.2 22.2 22.2 ... 22.2 22.2 22.2],[34.7 34.8 32.9 ... 50.9 50.5 49.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[22.2 22.2 22.2 ... 22.2 22.2 22.2],0,0,0,0,0,0,0,[56.9 57.  55.1 ... 73.1 72.7 71.5],365800.0,17.0,19.0,182983.7,0,0,182774.09999999995,0,0,0,0.0,0,0,16.7,0,0,0,0.0,0,0,18.9,0,0,0
38,65,A,P2,,,OMT24,593923,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730378,59.965032,False,False,False,False,False,False,True,[34.7 34.8 32.9 ... 50.9 50.5 49.3],[22.2 22.2 22.2 ... 22.2 22.2 22.2],[34.7 34.8 32.9 ... 50.9 50.5 49.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[22.2 22.2 22.2 ... 22.2 22.2 22.2],0,0,0,0,0,0,0,[56.9 57.  55.1 ... 73.1 72.7 71.5],365800.0,17.0,19.0,182983.7,0,0,182774.09999999995,0,0,0,0.0,0,0,16.7,0,0,0,0.0,0,0,18.9,0,0,0
39,71,A,E,,,OMT26,593932,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729364,59.964821,False,False,False,False,False,False,True,[40.8 37.8 37.4 ... 14.  13.4 13.2],[16.2 16.2 16.2 ... 16.2 16.2 16.2],[40.8 37.8 37.4 ... 14.  13.4 13.2],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.2 16.2 16.2 ... 16.2 16.2 16.2],0,0,0,0,0,0,0,[57.  54.  53.6 ... 30.2 29.6 29.4],271800.0,11.0,13.0,136789.59999999998,0,0,135028.8,0,0,0,0.0,0,0,11.0,0,0,0,0.0,0,0,12.8,0,0,0
40,71,A,P2,,,OMT26,593932,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729364,59.964821,False,False,False,False,False,False,True,[40.8 37.8 37.4 ... 14.  13.4 13.2],[16.2 16.2 16.2 ... 16.2 16.2 16.2],[40.8 37.8 37.4 ... 14.  13.4 13.2],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.2 16.2 16.2 ... 16.2 16.2 16.2],0,0,0,0,0,0,0,[57.  54.  53.6 ... 30.2 29.6 29.4],271800.0,11.0,13.0,136789.59999999998,0,0,135028.8,0,0,0,0.0,0,0,11.0,0,0,0,0.0,0,0,12.8,0,0,0
41,71,A,P1,,,OMT26,593932,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729364,59.964821,False,False,False,False,False,False,True,[40.8 37.8 37.4 ... 14.  13.4 13.2],[16.2 16.2 16.2 ... 16.2 16.2 16.2],[40.8 37.8 37.4 ... 14.  13.4 13.2],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.2 16.2 16.2 ... 16.2 16.2 16.2],0,0,0,0,0,0,0,[57.  54.  53.6 ... 30.2 29.6 29.4],271800.0,11.0,13.0,136789.59999999998,0,0,135028.8,0,0,0,0.0,0,0,11.0,0,0,0,0.0,0,0,12.8,0,0,0
42,72,A,E,,,OMT34-36,593933,Studenthjem/studentboliger,Hus,Eldre,3605,0,5,10.728414,59.964115,False,False,False,False,False,False,True,[59.2 56.8 53.6 ... 49.6 50.  49.8],[29.6 29.6 29.6 ... 29.6 29.6 29.6],[59.2 56.8 53.6 ... 49.6 50.  49.8],"[77.91135618 78.31709099 83.35025705 ... 67.57795811 64.79430913
 59.13456526]",[29.6 29.6 29.6 ... 29.6 29.6 29.6],0,0,0,0,0,0,0,[88.8 86.4 83.2 ... 79.2 79.6 79.4],497300.0,23.0,21.0,249573.59999999998,0,0,247774.40000000002,0,0,0,0.0,0,0,23.0,0,0,0,0.0,0,0,20.6,0,0,0
43,72,A,P1,,,OMT34-36,593933,Studenthjem/studentboliger,Hus,Eldre,3605,0,5,10.728414,59.964115,False,False,False,False,False,False,True,[59.2 56.8 53.6 ... 49.6 50.  49.8],[29.6 29.6 29.6 ... 29.6 29.6 29.6],[59.2 56.8 53.6 ... 49.6 50.  49.8],"[77.91135618 78.31709099 83.35025705 ... 67.57795811 64.79430913
 59.13456526]",[29.6 29.6 29.6 ... 29.6 29.6 29.6],0,0,0,0,0,0,0,[88.8 86.4 83.2 ... 79.2 79.6 79.4],497300.0,23.0,21.0,249573.59999999998,0,0,247774.40000000002,0,0,0,0.0,0,0,23.0,0,0,0,0.0,0,0,20.6,0,0,0
44,72,A,P2,,,OMT34-36,593933,Studenthjem/studentboliger,Hus,Eldre,3605,0,5,10.728414,59.964115,False,False,False,False,False,False,True,[59.2 56.8 53.6 ... 49.6 50.  49.8],[29.6 29.6 29.6 ... 29.6 29.6 29.6],[59.2 56.8 53.6 ... 49.6 50.  49.8],"[77.91135618 78.31709099 83.35025705 ... 67.57795811 64.79430913
 59.13456526]",[29.6 29.6 29.6 ... 29.6 29.6 29.6],0,0,0,0,0,0,0,[88.8 86.4 83.2 ... 79.2 79.6 79.4],497300.0,23.0,21.0,249573.59999999998,0,0,247774.40000000002,0,0,0,0.0,0,0,23.0,0,0,0,0.0,0,0,20.6,0,0,0
45,73,A,P1,,,OMT32,593934,Barnehage,Barnehage,Eldre,561,0,2,10.728939,59.964233,False,False,False,False,False,False,True,[2.64 2.76 3.   ... 1.2  1.32 1.56],[5.76 5.76 5.76 ... 5.76 5.76 5.76],[2.64 2.76 3.   ... 1.2  1.32 1.56],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[5.76 5.76 5.76 ... 5.76 5.76 5.76],0,0,0,0,0,0,0,[8.4  8.52 8.76 ... 6.96 7.08 7.32],84100.0,11.0,7.0,42613.32,0,0,41444.04,0,0,0,5.4,0,0,5.76,0,0,0,1.08,0,0,5.76,0,0,0
46,73,A,E,,,OMT32,593934,Barnehage,Barnehage,Eldre,561,0,2,10.728939,59.964233,False,False,False,False,False,False,True,[2.64 2.76 3.   ... 1.2  1.32 1.56],[5.76 5.76 5.76 ... 5.76 5.76 5.76],[2.64 2.76 3.   ... 1.2  1.32 1.56],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[5.76 5.76 5.76 ... 5.76 5.76 5.76],0,0,0,0,0,0,0,[8.4  8.52 8.76 ... 6.96 7.08 7.32],84100.0,11.0,7.0,42613.32,0,0,41444.04,0,0,0,5.4,0,0,5.76,0,0,0,1.08,0,0,5.76,0,0,0
47,73,A,P2,,,OMT32,593934,Barnehage,Barnehage,Eldre,561,0,2,10.728939,59.964233,False,False,False,False,False,False,True,[2.64 2.76 3.   ... 1.2  1.32 1.56],[5.76 5.76 5.76 ... 5.76 5.76 5.76],[2.64 2.76 3.   ... 1.2  1.32 1.56],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[5.76 5.76 5.76 ... 5.76 5.76 5.76],0,0,0,0,0,0,0,[8.4  8.52 8.76 ... 6.96 7.08 7.32],84100.0,11.0,7.0,42613.32,0,0,41444.04,0,0,0,5.4,0,0,5.76,0,0,0,1.08,0,0,5.76,0,0,0
48,74,A,P1,,,OMT46,593935,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729544,59.963812,False,False,False,False,False,False,True,[37.9 39.8 37.4 ... 32.2 29.8 28.3],[17.5 17.5 17.5 ... 17.5 17.5 17.5],[37.9 39.8 37.4 ... 32.2 29.8 28.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[17.5 17.5 17.5 ... 17.5 17.5 17.5],0,0,0,0,0,0,0,[55.4 57.3 54.9 ... 49.7 47.3 45.8],295600.0,12.0,15.0,148242.5,0,0,147370.9,0,0,0,0.0,0,0,12.4,0,0,0,0.0,0,0,15.2,0,0,0
49,74,A,P2,,,OMT46,593935,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729544,59.963812,False,False,False,False,False,False,True,[37.9 39.8 37.4 ... 32.2 29.8 28.3],[17.5 17.5 17.5 ... 17.5 17.5 17.5],[37.9 39.8 37.4 ... 32.2 29.8 28.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[17.5 17.5 17.5 ... 17.5 17.5 17.5],0,0,0,0,0,0,0,[55.4 57.3 54.9 ... 49.7 47.3 45.8],295600.0,12.0,15.0,148242.5,0,0,147370.9,0,0,0,0.0,0,0,12.4,0,0,0,0.0,0,0,15.2,0,0,0
50,74,A,E,,,OMT46,593935,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729544,59.963812,False,False,False,False,False,False,True,[37.9 39.8 37.4 ... 32.2 29.8 28.3],[17.5 17.5 17.5 ... 17.5 17.5 17.5],[37.9 39.8 37.4 ... 32.2 29.8 28.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[17.5 17.5 17.5 ... 17.5 17.5 17.5],0,0,0,0,0,0,0,[55.4 57.3 54.9 ... 49.7 47.3 45.8],295600.0,12.0,15.0,148242.5,0,0,147370.9,0,0,0,0.0,0,0,12.4,0,0,0,0.0,0,0,15.2,0,0,0
51,75,A,P2,,,OMT20-22,593936,Studenthjem/studentboliger,Hus,Eldre,3156,0,4,10.73046,59.964537,False,False,False,False,False,False,True,[72.4 70.  66.4 ... 71.2 66.4 64.2],[37.2 37.2 37.2 ... 37.2 37.2 37.2],[72.4 70.  66.4 ... 71.2 66.4 64.2],"[80.07546197 80.49246668 85.66543654 ... 69.45503814 66.5940691
 60.77711728]",[37.2 37.2 37.2 ... 37.2 37.2 37.2],0,0,0,0,0,0,0,[109.6 107.2 103.6 ... 108.4 103.6 101.4],633400.0,29.0,32.0,317533.6,0,0,315826.19999999995,0,0,0,0.0,0,0,28.8,0,0,0,0.0,0,0,31.8,0,0,0
52,75,A,E,,,OMT20-22,593936,Studenthjem/studentboliger,Hus,Eldre,3156,0,4,10.73046,59.964537,False,False,False,False,False,False,True,[72.4 70.  66.4 ... 71.2 66.4 64.2],[37.2 37.2 37.2 ... 37.2 37.2 37.2],[72.4 70.  66.4 ... 71.2 66.4 64.2],"[80.07546197 80.49246668 85.66543654 ... 69.45503814 66.5940691
 60.77711728]",[37.2 37.2 37.2 ... 37.2 37.2 37.2],0,0,0,0,0,0,0,[109.6 107.2 103.6 ... 108.4 103.6 101.4],633400.0,29.0,32.0,317533.6,0,0,315826.19999999995,0,0,0,0.0,0,0,28.8,0,0,0,0.0,0,0,31.8,0,0,0
53,75,A,P1,,,OMT20-22,593936,Studenthjem/studentboliger,Hus,Eldre,3156,0,4,10.73046,59.964537,False,False,False,False,False,False,True,[72.4 70.  66.4 ... 71.2 66.4 64.2],[37.2 37.2 37.2 ... 37.2 37.2 37.2],[72.4 70.  66.4 ... 71.2 66.4 64.2],"[80.07546197 80.49246668 85.66543654 ... 69.45503814 66.5940691
 60.77711728]",[37.2 37.2 37.2 ... 37.2 37.2 37.2],0,0,0,0,0,0,0,[109.6 107.2 103.6 ... 108.4 103.6 101.4],633400.0,29.0,32.0,317533.6,0,0,315826.19999999995,0,0,0,0.0,0,0,28.8,0,0,0,0.0,0,0,31.8,0,0,0
54,76,A,E,,,OMT16,593937,Barnehage,Barnehage,Eldre,562,0,2,10.730984,59.964629,False,False,False,False,False,False,True,[7.95 8.   8.05 ... 4.25 4.55 4.85],[6.65 6.65 6.65 ... 6.65 6.65 6.65],[7.95 8.   8.05 ... 4.25 4.55 4.85],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[6.65 6.65 6.65 ... 6.65 6.65 6.65],0,0,0,0,0,0,0,[14.6  14.65 14.7  ... 10.9  11.2  11.5 ],97900.0,6.0,4.0,49140.5,0,0,48772.75,0,0,0,0.0,0,0,5.55,0,0,0,0.0,0,0,3.55,0,0,0
55,76,A,P1,,,OMT16,593937,Barnehage,Barnehage,Eldre,562,0,2,10.730984,59.964629,False,False,False,False,False,False,True,[7.95 8.   8.05 ... 4.25 4.55 4.85],[6.65 6.65 6.65 ... 6.65 6.65 6.65],[7.95 8.   8.05 ... 4.25 4.55 4.85],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[6.65 6.65 6.65 ... 6.65 6.65 6.65],0,0,0,0,0,0,0,[14.6  14.65 14.7  ... 10.9  11.2  11.5 ],97900.0,6.0,4.0,49140.5,0,0,48772.75,0,0,0,0.0,0,0,5.55,0,0,0,0.0,0,0,3.55,0,0,0
56,76,A,P2,,,OMT16,593937,Barnehage,Barnehage,Eldre,562,0,2,10.730984,59.964629,False,False,False,False,False,False,True,[7.95 8.   8.05 ... 4.25 4.55 4.85],[6.65 6.65 6.65 ... 6.65 6.65 6.65],[7.95 8.   8.05 ... 4.25 4.55 4.85],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[6.65 6.65 6.65 ... 6.65 6.65 6.65],0,0,0,0,0,0,0,[14.6  14.65 14.7  ... 10.9  11.2  11.5 ],97900.0,6.0,4.0,49140.5,0,0,48772.75,0,0,0,0.0,0,0,5.55,0,0,0,0.0,0,0,3.55,0,0,0
57,77,A,P1,,,OMT12-14,593938,Studenthjem/studentboliger,Hus,Eldre,9945,0,13,10.731491,59.96473,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[96.  94.8 96.6 ... 98.7 98.4 99. ],[0. 0. 0. ... 0. 0. 0.],"[177.46462171 178.38879476 189.85321989 ... 153.92745501 147.586926
 134.69529693]",[96.  94.8 96.6 ... 98.7 98.4 99. ],0,0,0,0,0,0,0,[96.  94.8 96.6 ... 98.7 98.4 99. ],803700.0,65.0,62.0,19.200000000000017,0,0,803677.5,0,0,0,0.0,0,0,65.4,0,0,0,0.0,0,0,62.1,0,0,0
58,77,A,P2,,,OMT12-14,593938,Studenthjem/studentboliger,Hus,Eldre,9945,0,13,10.731491,59.96473,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[96.  94.8 96.6 ... 98.7 98.4 99. ],[0. 0. 0. ... 0. 0. 0.],"[177.46462171 178.38879476 189.85321989 ... 153.92745501 147.586926
 134.69529693]",[96.  94.8 96.6 ... 98.7 98.4 99. ],0,0,0,0,0,0,0,[96.  94.8 96.6 ... 98.7 98.4 99. ],803700.0,65.0,62.0,19.200000000000017,0,0,803677.5,0,0,0,0.0,0,0,65.4,0,0,0,0.0,0,0,62.1,0,0,0
59,77,A,E,,,OMT12-14,593938,Studenthjem/studentboliger,Hus,Eldre,9945,0,13,10.731491,59.96473,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[96.  94.8 96.6 ... 98.7 98.4 99. ],[0. 0. 0. ... 0. 0. 0.],"[177.46462171 178.38879476 189.85321989 ... 153.92745501 147.586926
 134.69529693]",[96.  94.8 96.6 ... 98.7 98.4 99. ],0,0,0,0,0,0,0,[96.  94.8 96.6 ... 98.7 98.4 99. ],803700.0,65.0,62.0,19.200000000000017,0,0,803677.5,0,0,0,0.0,0,0,65.4,0,0,0,0.0,0,0,62.1,0,0,0
60,78,A,E,,,OMT50,593939,Studenthjem/studentboliger,Hus,Eldre,2130,0,5,10.731572,59.964226,False,False,False,False,False,False,True,[30.2 28.8 28.  ... 38.  35.4 31.8],[18.8 18.8 18.8 ... 18.8 18.8 18.8],[30.2 28.8 28.  ... 38.  35.4 31.8],"[45.44820832 45.68488653 48.62089472 ... 39.42040376 37.79661148
 34.49510024]",[18.8 18.8 18.8 ... 18.8 18.8 18.8],0,0,0,0,0,0,0,[49.  47.6 46.8 ... 56.8 54.2 50.6],321400.0,16.0,14.0,161991.40000000002,0,0,159435.00000000003,0,0,0,0.0,0,0,16.0,0,0,0,0.0,0,0,14.4,0,0,0
61,78,A,P2,,,OMT50,593939,Studenthjem/studentboliger,Hus,Eldre,2130,0,5,10.731572,59.964226,False,False,False,False,False,False,True,[30.2 28.8 28.  ... 38.  35.4 31.8],[18.8 18.8 18.8 ... 18.8 18.8 18.8],[30.2 28.8 28.  ... 38.  35.4 31.8],"[45.44820832 45.68488653 48.62089472 ... 39.42040376 37.79661148
 34.49510024]",[18.8 18.8 18.8 ... 18.8 18.8 18.8],0,0,0,0,0,0,0,[49.  47.6 46.8 ... 56.8 54.2 50.6],321400.0,16.0,14.0,161991.40000000002,0,0,159435.00000000003,0,0,0,0.0,0,0,16.0,0,0,0,0.0,0,0,14.4,0,0,0
62,78,A,P1,,,OMT50,593939,Studenthjem/studentboliger,Hus,Eldre,2130,0,5,10.731572,59.964226,False,False,False,False,False,False,True,[30.2 28.8 28.  ... 38.  35.4 31.8],[18.8 18.8 18.8 ... 18.8 18.8 18.8],[30.2 28.8 28.  ... 38.  35.4 31.8],"[45.44820832 45.68488653 48.62089472 ... 39.42040376 37.79661148
 34.49510024]",[18.8 18.8 18.8 ... 18.8 18.8 18.8],0,0,0,0,0,0,0,[49.  47.6 46.8 ... 56.8 54.2 50.6],321400.0,16.0,14.0,161991.40000000002,0,0,159435.00000000003,0,0,0,0.0,0,0,16.0,0,0,0,0.0,0,0,14.4,0,0,0
63,79,A,P1,,,OMT48,593941,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730559,59.964033,False,False,False,False,False,False,True,[30.6 29.2 28.  ... 27.6 24.9 24.6],[16.6 16.6 16.6 ... 16.6 16.6 16.6],[30.6 29.2 28.  ... 27.6 24.9 24.6],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.6 16.6 16.6 ... 16.6 16.6 16.6],0,0,0,0,0,0,0,[47.2 45.8 44.6 ... 44.2 41.5 41.2],281500.0,13.0,16.0,140859.0,0,0,140686.59999999998,0,0,0,0.0,0,0,13.1,0,0,0,0.0,0,0,15.8,0,0,0
64,79,A,E,,,OMT48,593941,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730559,59.964033,False,False,False,False,False,False,True,[30.6 29.2 28.  ... 27.6 24.9 24.6],[16.6 16.6 16.6 ... 16.6 16.6 16.6],[30.6 29.2 28.  ... 27.6 24.9 24.6],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.6 16.6 16.6 ... 16.6 16.6 16.6],0,0,0,0,0,0,0,[47.2 45.8 44.6 ... 44.2 41.5 41.2],281500.0,13.0,16.0,140859.0,0,0,140686.59999999998,0,0,0,0.0,0,0,13.1,0,0,0,0.0,0,0,15.8,0,0,0
65,79,A,P2,,,OMT48,593941,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730559,59.964033,False,False,False,False,False,False,True,[30.6 29.2 28.  ... 27.6 24.9 24.6],[16.6 16.6 16.6 ... 16.6 16.6 16.6],[30.6 29.2 28.  ... 27.6 24.9 24.6],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.6 16.6 16.6 ... 16.6 16.6 16.6],0,0,0,0,0,0,0,[47.2 45.8 44.6 ... 44.2 41.5 41.2],281500.0,13.0,16.0,140859.0,0,0,140686.59999999998,0,0,0,0.0,0,0,13.1,0,0,0,0.0,0,0,15.8,0,0,0
66,100,A,P1,,,OMT2-4,4285839,Studenthjem/studentboliger,Hus,Eldre,11503,0,14,10.733375,59.964454,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[108.3 107.7 104.4 ... 110.1 108.  101.7],[0. 0. 0. ... 0. 0. 0.],[214.24591  215.361627 229.202167 ... 185.830434 178.175768 162.612222],[108.3 107.7 104.4 ... 110.1 108.  101.7],0,0,0,0,0,0,0,[108.3 107.7 104.4 ... 110.1 108.  101.7],937300.0,89.0,73.0,20.10000000000005,0,0,937294.8,0,0,0,0.0,0,0,88.8,0,0,0,0.0,0,0,72.6,0,0,0
67,100,A,P2,,,OMT2-4,4285839,Studenthjem/studentboliger,Hus,Eldre,11503,0,14,10.733375,59.964454,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[108.3 107.7 104.4 ... 110.1 108.  101.7],[0. 0. 0. ... 0. 0. 0.],[214.24591  215.361627 229.202167 ... 185.830434 178.175768 162.612222],[108.3 107.7 104.4 ... 110.1 108.  101.7],0,0,0,0,0,0,0,[108.3 107.7 104.4 ... 110.1 108.  101.7],937300.0,89.0,73.0,20.10000000000005,0,0,937294.8,0,0,0,0.0,0,0,88.8,0,0,0,0.0,0,0,72.6,0,0,0
68,100,A,E,,,OMT2-4,4285839,Studenthjem/studentboliger,Hus,Eldre,11503,0,14,10.733375,59.964454,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[108.3 107.7 104.4 ... 110.1 108.  101.7],[0. 0. 0. ... 0. 0. 0.],[214.24591  215.361627 229.202167 ... 185.830434 178.175768 162.612222],[108.3 107.7 104.4 ... 110.1 108.  101.7],0,0,0,0,0,0,0,[108.3 107.7 104.4 ... 110.1 108.  101.7],937300.0,89.0,73.0,20.10000000000005,0,0,937294.8,0,0,0,0.0,0,0,88.8,0,0,0,0.0,0,0,72.6,0,0,0
69,111,A,E,,,OMT68,5614767,Studenthjem/studentboliger,Hus,Eldre,6484,0,9,10.733078,59.963358,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[67.  69.2 66.4 ... 69.2 66.8 67.4],[0. 0. 0. ... 0. 0. 0.],"[128.22901539 128.8967868  137.18053334 ... 111.22197657 106.64055756
  97.3255691 ]",[67.  69.2 66.4 ... 69.2 66.8 67.4],0,0,0,0,0,0,0,[67.  69.2 66.4 ... 69.2 66.8 67.4],603800.0,52.0,45.0,34.000000000000014,0,0,603772.7999999999,0,0,0,0.0,0,0,52.4,0,0,0,0.0,0,0,45.4,0,0,0
70,111,A,P2,,,OMT68,5614767,Studenthjem/studentboliger,Hus,Eldre,6484,0,9,10.733078,59.963358,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[67.  69.2 66.4 ... 69.2 66.8 67.4],[0. 0. 0. ... 0. 0. 0.],"[128.22901539 128.8967868  137.18053334 ... 111.22197657 106.64055756
  97.3255691 ]",[67.  69.2 66.4 ... 69.2 66.8 67.4],0,0,0,0,0,0,0,[67.  69.2 66.4 ... 69.2 66.8 67.4],603800.0,52.0,45.0,34.000000000000014,0,0,603772.7999999999,0,0,0,0.0,0,0,52.4,0,0,0,0.0,0,0,45.4,0,0,0
71,111,A,P1,,,OMT68,5614767,Studenthjem/studentboliger,Hus,Eldre,6484,0,9,10.733078,59.963358,False,False,False,False,False,False,True,[0. 0. 0. ... 0. 0. 0.],[67.  69.2 66.4 ... 69.2 66.8 67.4],[0. 0. 0. ... 0. 0. 0.],"[128.22901539 128.8967868  137.18053334 ... 111.22197657 106.64055756
  97.3255691 ]",[67.  69.2 66.4 ... 69.2 66.8 67.4],0,0,0,0,0,0,0,[67.  69.2 66.4 ... 69.2 66.8 67.4],603800.0,52.0,45.0,34.000000000000014,0,0,603772.7999999999,0,0,0,0.0,0,0,52.4,0,0,0,0.0,0,0,45.4,0,0,0
